location,text,gpt_text
Iraq,"'He succeeded Abu Ayyub al-Masri, the leader of al-Qaeda in Iraq, who was killed along with ISI leader Abu Omar al-Baghdadi in a joint operation by US and Iraqi forces in Tikrit in April 2010, as the Minister of War for the Islamic State of '","[""'The Islamic State of Iraq (ISI; Arabic: دولة العراق الإسلامية Dawlat al-ʿIrāq al-ʾIslāmiyyah) (commonly referred to as al-Qaeda in Iraq) was a Sunni Islamic group that aimed to establish an Islamic state in Sunni, Arab-majority areas of '"", ""'Ayatollah Mohammad Bahr al-Ulloum (Arabic: محمد بحر العلوم; 17 December 1927 – 7 April 2015) was a Twelver Shi'a Islamic leader and politician in '"", ""'Hoshyar Zebari (also spelled Hoshyar Zubari/Zibari, Kurdish: Hişyar Zêbarî; born 1953) is the Deputy Prime Minister and Finance Minister of '"", ""'His deputy, Jawad al-Bolani, is the current Interior Minister of '"", ""'He was the brother of Tawfiq al-Suwaydi, also a Prime Minister of '""]"
Ireland,"'Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of '","[""'Naimee Coleman is a singer/songwriter from Dundrum, Dublin, '"", ""'The song was U2's first music video, directed by Meiert Avis in Dublin, '"", ""'Ailill's foster-son Lugaid mac Con was wounded in the thigh in the battle, and was exiled from '"", ""'), son of Daire Doimthech, son of Conghal, son of Eadaman, son of Mal, son of Lugaid, son of Íth, son of Breogán, was, according to medieval Irish legend and historical tradition, a High King of '"", ""'The Annals of the Four Masters say Lugaid ousted Conaing and took complete control of '"", ""'Incest features further in Clothru's story: she is said to have then slept with Lugaid herself, conceiving Crimthann Nia Náir, who later also became a High King of '"", '\'Fothad Cairpthech (""chariot-fighter""), and Fothad Airgthech (""ingenious"" or ""plundering""), sons of Lugaid mac Con, were, according to medieval Irish legend and historical tradition, joint High Kings of \'', ""'Niamh Ní Charra is an Irish fiddler, concertina player and singer from Killarney, '"", ""'He finished 11th in Limerick in 1979 when John Treacy lifted the world title for '"", ""'Joseph Austin Currie (born 11 October 1939) is a former politician who was elected to the parliaments of both Northern Ireland and the Republic of '"", ""'Marcus Horan (born 7 September 1977, Clonlara, County Clare, Ireland) is a retired Irish rugby union player who played Prop for Munster and '"", ""'Michael Healy-Rae (born 11 January 1967) is an independent politician in '"", ""'103.2 Dublin City FM (Previously: Anna Livia FM and Dublin City Anna Livia FM) is an Independent Local Radio station in Dublin, Ireland, operated by Dublin Public Service Radio Association Ltd, under a sound broadcasting contract from the Broadcasting Authority of '"", ""'Anna Livia is a bronze monument located in Croppies Memorial Park in Dublin, '""]"
Israel,"'1966 ), a leading rabbi in Shas, is the head of one of the largest kosher organizations in Israel, Badatz Beit Yosef, and the head of the Maor Yisrael which publishes the works of his father Rabbi Ovadia Yosef, former Chief Rabbi of '","[""'She was crowned by her predecessor Linor Abargil of '""]"
Italy,"'According to Ernst Gombrich ""in its own way it was as new and revolutionary as Donatello's or Masaccio's work in '","[""'Renzo Furlan (born 17 May 1970) is a former tennis player from '"", ""'Paolo Bertoli was born in Poggio Garfagnana, '"", ""'Charley Fusari born Calogero Fusari (August 20, 1924 - November 4, 1985) was an Italian-American boxer born in '"", ""'Vincenzo Santopadre (born 11 August 1971), is a former professional tennis player from '"", ""'Three-time Formula One World Champion Ayrton Senna died on 1 May 1994, as a result of his car crashing into a concrete barrier while he was leading the 1994 San Marino Grand Prix at the Autodromo Enzo e Dino Ferrari in '"", ""'The 2005 San Marino GP2 round was a GP2 Series motor race held on 23 April and 24 April 2005 at the Autodromo Enzo e Dino Ferrari in Imola, '"", ""'It was held on 20 September 2009 at the Autodromo Enzo e Dino Ferrari near Imola, in '"", ""'It was held on 19 and 20 September 2009 at Autodromo Enzo e Dino Ferrari at Imola, '"", ""'The 6 Hours of Imola is an endurance race for sports cars held at Autodromo Enzo e Dino Ferrari in Imola, '"", ""'It was held on March 19 and 20, 2011 at Autodromo Enzo e Dino Ferrari in Imola, '"", ""'The 1996 San Marino Grand Prix was a Formula One motor race held on 5 May 1996 at the Autodromo Enzo e Dino Ferrari, Imola, Emilia-Romagna, '"", ""'The 1999 San Marino Grand Prix was a Formula One motor race held on 2 May 1999 at the Autodromo Enzo e Dino Ferrari, Imola, '"", ""'It took place on the weekend of September 23–25, 2011 at Autodromo Enzo e Dino Ferrari, Imola, '"", ""'It took place over the weekend of 30 March–1 April 2012 at the Autodromo Enzo e Dino Ferrari near Imola, '"", ""'The 2005 San Marino Grand Prix (formally the XXV Gran Premio Foster's di San Marino) was a Formula One motor race held on 24 April 2005 at the Autodromo Enzo e Dino Ferrari in Imola, '"", ""'The 1994 San Marino Grand Prix (formally the 14° Gran Premio di San Marino) was a Formula One motor race held on 1 May 1994 at the Autodromo Enzo e Dino Ferrari, located in Imola, '"", ""'Baron Wilhelm von Gloeden (September 16, 1856 – February 16, 1931) was a German photographer who worked mainly in '"", ""'Dalemiani refers to the faction around Massimo D'Alema, a leading member of the Democratic Party, a political party in '"", ""'Pasquale Di Sabatino (born 20 January 1988 in Atri) is a professional racing driver from '"", ""'The New Exhibition Hall is a large pavilion designed by the Italian architect Massimiliano Fuksas, located in the city of Turin, in northern '""]"
Jamaica,'Paul Bogle (1822 – 24 October 1865) was a Jamaican Baptist deacon and is a National Hero of ',"[""'Oje Ken Ollivierre popularly known as Protoje, is a contemporary reggae singer, and songwriter from '""]"
Japan,"'The event consisted of 2 heats and a final, and was won by Wakako Tsuchida, representing 22x20px '","[""'It was discovered on 8 October 1997, by Japanese astronomers Tetsuo Kagawa and Takeshi Urata at Gekko Observatory near Shizuoka, '"", ""'From 1986 to 1991, he has discovered or co-discovered with Takeshi Urata and Hitoshi Shiozawa a total of 16 of asteroids at the Nihondaira Observatory in Shimizu, '"", ""'Urata Station (浦田駅 Urata-eki) is a railway station on the Chikuhō Main Line operated by JR Kyushu in Iizuka, Fukuoka, '"", ""'Noriyasu Hirata (平田 典靖 Hirata Noriyasu, born November 17, 1983) is a badminton player from '"", ""'His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside '"", ""'Kimio Yanagisawa (柳沢きみお Yanagisawa Kimio) is a Japanese manga artist born on September 26, 1948 in Gosen-shi, Niigata Prefecture, '"", ""'Her husband, director Senkichi Taniguchi, died on October 29, 2007 in Tokyo, '"", ""'A native of Tamura, Fukushima and graduate of Sophia University, he was later accepted into the prestigious Matsushita Institute of Government and Management, an institution founded by Panasonic founder Konosuke Matsushita which grooms future civic leaders of '"", ""'Yoshitsugu Matsuoka (松岡 禎丞 Matsuoka Yoshitsugu, born September 17, 1986) is a Japanese voice actor from Hokkaido, '"", ""'Nakata Station (中田駅 Nakata-eki) is a railway station on the JR East Gonō Line located in the city of Tsugaru, Aomori Prefecture, '"", ""'Sachimi Iwao (岩尾 幸美 Iwao Sachimi) (born February 20, 1976 in Kokonoe, Oita) is a female field hockey player from '"", ""'Spiral is a building by architect Fumihiko Maki in Aoyama, Tokyo, '"", ""'He was a co-founder (along with Jirō Yoshihara) of the avant garde Gutai group formed in the 1950s, and his works are in museum collections such as those of the Tate Gallery and the Tate Modern (in both London and Liverpool) and the Hyogo Prefectural Museum of Art in Kobe, '"", ""'Arihito Muramatsu (村松 有人, born December 12, 1972) is a former professional baseball player from Kanazawa, Ishikawa, '"", ""'Yoshio Shirai (白井 義男, November 23, 1923 – December 26, 2003) was a professional boxer from Tokyo, '"", ""'Unkei's next documented works, from the early 1180s, were commissioned by military leaders prominent in the ensuing Kamakura shogunate, for temples in eastern '"", ""'Etsuko Inoue (Japanese: 井上悦子, born October 18, 1964) is a retired female tennis player from '"", ""'Tommy heavenly6 peaked at #4 on the Oricon albums chart and is certified Gold by the Recording Industry Association of '"", ""'Kawase Station (河瀬駅 Kawase-eki) is a train station in Hikone, Shiga, '"", ""'He led a Chinese religious delegation to Japan in 1992, meeting with then prime minister Kiichi Miyazawa and receiving the Grand Cordon of the Order of the Secret Treasure of '"", ""'Taizō-in holds one of Japan's oldest ink paintings, Catching catfish with a gourd (紙本墨画淡彩瓢鮎図 shihon bokuga tansai hyōnenzu), c.1413, by Josetsu (如拙), which is a National Treasure of '"", ""'Kumiko Ogura (小椋 久美子 Ogura Kumiko, born July 5, 1983 in Mie) is a female badminton player from '""]"
Jerusalem,"'An election for the leadership of Kadima was held on 17 September 2008 as a concession to Kadima's coalition partner, Labour, which had threatened to bring down the government if Prime Minister Ehud Olmert didn't stand aside following police investigations into alleged corruption during his terms as minister and as mayor of '","[""'The indictment also charged that Appel had assisted Ehud Olmert's campaign for mayor of '"", ""'From 1942 until 1946, Orgad studied violin and composing with Rudolf Bergmann and Paul Ben-Haim in Tel Aviv and in 1947 with Josef Tal in '"", ""'The cherub in Eden is a figure mentioned in Ezekiel 28:13-14, identified with the King of Tyre, specifically Ithobaal III (reigned 591–573 BCE) who according to the list of kings of Tyre of Josephus was reigning contemporary with Ezekiel at the time of the first fall of '"", ""'It is noted by Ezekiel as an eternal edifice and permanent dwelling place of the God of Israel on the Temple Mount in '"", ""'At the same time, Israel's Foreign Minister Abba Eban refused to appear with a second guest, Anwar Nusseibeh, former Jordanian defense minister and governor of '"", ""'Rabbi Velvel 's sons, Rabbbis Yosef Dov, Meshulem Dovid, and Meir all head renowned Yeshivas in '"", ""'Rabbi Yehuda Meir Getz (born 1924 in Tunis, Tunisia—died 17 September 1995 in Jerusalem) was for 27 years the Rabbi of the Western Wall of '"", ""'Today, the Karlin-Stoliner Rebbe Boruch Meir Yaakov Shochet resides in Givat Ze'ev, a Jerusalem-affiliated Israeli settlement northwest of '"", ""'Hezekiah enacted sweeping religious reforms, including a strict mandate for the sole worship of Yahweh and a prohibition on venerating other deities within the Temple in '"", ""'[dubious – discuss] The remains at the site include several water tunnels, one of which was built by King Hezekiah and still carries water, several pools including the Pool of Siloam known from the Old and New Testaments, and here or at the adjacent Ophel scholars expect to find, or claim to have found, the remains of the Acra, a fortress built by Antiochus Epiphanes to subdue ancient '"", ""'LMLK seals are ancient Hebrew seals stamped on the handles of large storage jars dating from reign of King Hezekiah (circa 700 BC) discovered mostly in and around '"", ""'After retirement from teaching he became in 1964 the first director general of the 'Ben Zvi Institute for the study of Jewish communities in the East' in Jerusalem and the chairman of the Committee for Naming Roads and Streets of '"", ""'The garden was inaugurated in February 2004 in a ceremony attended by army chiefs, the Israeli Defense Minister Shaul Mofaz, and members of the '"", ""'Selig Brodetsky (10 February 1888 – 20 May 1954) was a Russian-born English mathematician, a member of the World Zionist Executive, the president of the Board of Deputies of British Jews, and the second president of the Hebrew University of '"", ""'An English translation, the Encyclopedia Talmudica began to be published in 1969.It is published by the Torah literature publishing group Yad HaRav Herzog[he], named for Rabbi Yitzhak HaLevi Herzog, in '"", ""'He is a professor of Holocaust Studies at the Avraham Harman Institute of Contemporary Jewry at the Hebrew University of '"", ""'Yehoshafat Harkabi (Hebrew: יהושפט הרכבי, born 1921, Haifa, Israel; died 1994, Jerusalem, Israel) was chief of Israeli military intelligence from 1955 until 1959 and afterwards a professor of International Relations and Middle East Studies at the Hebrew University of '"", ""'Husseini was born in Baghdad, son of Abd al-Qadir al-Husayni, commander of local Arab forces during the siege of 1948, grandson of Musa Kazim Pasha Al-Husseini Mayor of Jerusalem and a relative of Haj Mohammad Amin al-Husayni, the former Grand Mufti of '"", ""'Settled in Jerusalem since 1958, he became advisor to Prime Minister David Ben-Gurion (1959–1963) on the integration in Israel of Jews from Muslim countries, and on intercommunity relations.Elected Deputy Mayor of Jerusalem in 1965 under Mayor Teddy Kollek, Chouraqui was in charge of cultural affairs, international and interconfessional relations of the City of '"", ""'The Ben-Gurion House is an historic house museum in Tel Aviv, in which between 1931 and 1968 served as an additional residence for Israel's first Defense and Prime Minister, David Ben-Gurion, and his family, along with another additional residence, Tzrif Ben-Gurion at the Sde Boker kibbutz in the Negev (known as his desert home), and parallelly with his official residence as Prime Minister of Israel, at Beit Julius Jacobs in '"", ""'After being ordained by Rabbi Shmuel Salant, he served as a district rabbi in '"", ""'As of Shabbos Zachor 1902, Rabbi Shmuel Salant officially appointed Benzion Yadler as an official lecturer of sermons in '""]"
Kabul,"'Mohammad Najibullah Ahmadzai (Pashto: ډاکټر نجیب ﷲ احمدزی; February 1947 – 28 September 1996), commonly known as Najibullah or Najib, was the President of Afghanistan from 1987 until 1992, when the mujahideen took over '","[""'Najibullah lived in the United Nations headquarters in Kabul until 1996, when the Taliban took '"", ""'The British resident, Sir Louis Cavagnari and his escort were massacred after an 8-hour siege by mutinous Afghan troops inside their Residency in '"", ""'It was signed on 26 May 1879 by King Mohammad Yaqub Khan of Afghanistan and Sir Pierre Louis Napoleon Cavagnari of British's Government of India at a British army camp near the village of Gandamak, about 70 miles (110 km) east of '""]"
Kenya,"'Born Free is a 1966 British drama film starring Virginia McKenna and Bill Travers as Joy and George Adamson, a real-life couple who raised Elsa the Lioness, an orphaned lion cub, to adulthood, and released her into the wilderness of '","[""'Daudi Kabaka (1939-2001) was a singer born in '""]"
Kiev,"'After the death of his brother in 1132, Msitslav I the Great, Yaropolk received the crown of '","[""'Viktor Vasnetsov used Svetoslavsky as a model for the image of Moses in the Saint Vladimir's Cathedral in '""]"
Kolkata,"'In 1882, along with Kadambini Ganguly, she passed the examination of the bachelor's degree in arts from University of '","[""'It was developed as a planned town in early 1950s by the Government of West Bengal on behest of Bidhan Chandra Roy - the second Chief Minister of West Bengal for hosting the Indian National Congress meeting and to accommodate the housing needs of the growing population of '"", ""'The Basaks are the original inhabitants (along with the Seths) of Sutanuti where Job Charnock later founded the city '""]"
Leiden,"'Reinhart Pieter Anne Dozy (Leiden, Netherlands, 21 February 1820 – Alexandria, Egypt, 29 April 1883) was a Dutch scholar of French (Huguenot) origin, who was born in '","[""'After a long absence, Erpenius returned to his own country in 1612, and in February 1613 he was appointed professor of Arabic and other Oriental languages, Hebrew excepted, in the University of '""]"
Leipzig,'He studied under Adam Friedrich Oeser in ',"[""'From 1930 to 1934 he served under Karl Goerdeler as the deputy mayor and treasurer of the city of '"", ""'Bach composed the cantata in his fourth year as Thomaskantor (musical director) in '"", ""'Christian Friedrich Henrici (January 14, 1700 – May 10, 1764), writing under the pen name Picander, was a German poet and librettist for many of the cantatas which Johann Sebastian Bach composed in '"", ""'He was a second cousin of Johann Sebastian Bach, who made copies of several of his cantatas and performed them at '"", ""'One year later he shared 3rd prize with Jörg Demus at the inaugural edition of the Johann Sebastian Bach Competition in '"", ""'The work appears to date from 1735, when Bach was living in '"", ""'It was the first Christmas cantata Bach composed for '"", ""'The Sheffield Bach Choir was founded in 1950 to commemorate the 200th anniversary of the death of Johann Sebastian Bach in '"", ""'Uns ist ein Kind geboren: BWV 142 (For us a child is born) is a Christmas cantata composed by Johann Sebastian Bach around 1720 in '"", ""'Bach composed the cantata in his third year as Thomaskantor in '"", ""'Bach performed the Markus-Passion in Weimar and in '"", ""'As Thomaskantor Johann Sebastian Bach provided Passion music for Good Friday services in '"", ""'Bach composed the cantata Zerreißet, zersprenget, zertrümmert die Gruft, BWV 205 in 1725 for the name day of Müller and performed the piece on the evening of 3 August 1725 in front of the professor’s house at 2 Katharinenstraße in '"", ""'Bach created the work as part of his second annual cantata cycle when he was Thomaskantor (director of music) in '"", ""'It is one of nine cantatas on texts by Christiana Mariana von Ziegler, which Bach composed at the end of his second annual cycle of cantatas in '"", ""'Vereinigte Zwietracht der wechselnden Saiten (United discord of quivering strings), BWV 207, is a secular cantata composed by Johann Sebastian Bach and first performed on 11 December 1726 in '"", ""'She won awards in international competitions, including in 1994 a first prize at the Concurso Internacional de Musica da Cidade do Porto in Portugal, in 1997 a finalist prize at the Clara Haskil International Piano Competition in Vevey and a finalist prize at the Esther Honens International Piano Competition in Calgary, and in 1998 third prize at the Johann Sebastian Bach Competition in '"", ""'The remaining three, along with a short two-bar fragment, were added in 1726 or later, after Bach's appointment as cantor at the Thomasschule in '"", ""'It is the first of nine cantatas on texts by Christiana Mariana von Ziegler, which Bach composed at the end of his second annual cycle of cantatas in '""]"
Lisbon,'São João de Brito (English: Saint John de Brito) was a Portuguese parish (freguesia) in the municipality of ',"[""'Carlos Botelho (September 18, 1899, Lisbon - August 18, 1982, Lisbon), was a Portuguese painter, illustrator and caricaturist, whose works are shown at the Chiado Museum and at the Modern Art Centre José de Azeredo Perdigão / Calouste Gulbenkian Foundation, in '""]"
London,'It succeeded the Moore Ministry on 16 September 1910 after Sir Newton Moore resigned to accept an appointment as Agent-General for Western Australia in ',"[""'He studied at the Rubin Academy of Music at the University of Tel Aviv, with Ivan Galamian at the Juilliard School, with Jascha Heifetz in Los Angeles, USA and with Yehudi Menuhin in '"", ""'The Wellington Monument typically refers to the monument to Arthur Wellesley, the first duke of Wellington, and his victories in the Peninsular War and the latter stages of the Napoleonic Wars, sited at the south-western end of Park Lane in '"", ""'The equestrian statue of the Duke of Wellington is an outdoor sculpture of Arthur Wellesley, 1st Duke of Wellington, a British soldier and statesman, located at the Royal Exchange in '"", ""'He also entered journalism, working at the South Wales Daily Post, then later moved to George Newnes in '"", ""'The Benjamin Britten was an international train service linking Amsterdam with '"", ""'Bowles was born 17 November 1877, the son of Thomas Gibson Bowles of '"", ""'After the war, her actions were not looked into due to intervention from Geoffrey Lawrence, 1st Baron Oaksey and Sir David Maxwell-Fyfe, who were both close friends of hers in pre-war '"", ""'Editorship of The Spectator has often been a step on the ladder to high office in the Conservative Party in the UK – past editors include Iain Macleod, Ian Gilmour and Nigel Lawson, all of whom became cabinet members – or a springboard for a greater role in public affairs, as with Boris Johnson (1999–2005), the Conservative Mayor of '"", ""'It was built by the railway entrepreneur Edward Watkin who aimed to run a high-speed, north-south main line to '"", ""'Robert Sanders (1727–1783), pseudonym Nathaniel Spencer, was a Scottish hack writer in '"", ""'The ward currently forms part of Chris Philp MP's Croydon South constituency, which has one of the highest majority's for the Conservative Party in '"", ""'The ward is in Croydon South constituency held by Chris Philp MP, one of the safest Conservative seats in '"", ""'The Florey Lecture was a lecture organised by the Royal Society of '"", ""'The statue of the Duke of Devonshire, Whitehall is a Grade II Listed outdoor bronze sculpture of the leader of three British political parties between 1875 and 1903, Spencer Cavendish, 8th Duke of Devonshire, and is located at the entrance to Horse Guards Avenue, Whitehall, '"", ""'Balfour was a senior officer of the Volunteer Force in '"", ""'The Power-House is a novel by John Buchan, a thriller set in '"", ""'Greenmantle is the second of five novels by John Buchan featuring the character of Richard Hannay, first published in 1916 by Hodder & Stoughton, '"", ""'Mr Standfast is the third of five Richard Hannay novels by John Buchan, first published in 1919 by Hodder & Stoughton, '"", ""'The Three Hostages is the fourth of five Richard Hannay novels by Scottish author John Buchan, first published in 1924 by Hodder & Stoughton, '"", ""'At first Pardo worked as a dishwasher and waiter in a London restaurant chain until he sought out a friend of his father's, David Owen, who was then helping to set up the United Nations in '"", ""'Hew Donald Joseph Locke (born 13 October 1959 in Edinburgh) is a sculptor and contemporary British visual artist based in Brixton, '"", ""'Thomas Beaufort, duke of Exeter, appointed him master of the grammar school at Bury St Edmunds and just five years later he was named as a governor of a proposed joint college of medicine and surgery in '"", ""'Nigel is currently teaching and lecturing in '"", ""'The British broadcaster Gyles Brandreth founded a Teddy Bear Museum in Stratford-upon-Avon, which has been relocated to Polka Theatre, Wimbledon, in '"", ""'George Carr Glyn, 1st Baron Wolverton (27 March 1797 – 24 July 1873) was a banker with interests in the railways, a partner in the family firm of Glyn, Mills & Co., which was reputed to be the largest private bank in '"", ""'On 20 June 1972, he attended and took notes at a meeting of IRA representatives with William Whitelaw, the British Secretary of State for Northern Ireland, in '"", ""'Hawken has completed sculptures of Melvyn Bragg, Nicholas Parsons and Norman Lamont and was also responsible for the oversize sculpture of footballer, Sam Bartram which stands outside the ground of Charlton Athletic, The Valley, '"", ""'Jack Straw's Castle is a Grade II listed building and former public house in Hampstead, NorthWest '"", '\'co-written by Belloc Lowndes, the film is about the hunt for a ""Jack the Ripper"" type of serial killer in \'', ""'She married and later divorced fellow landscape architect Peter Walker Schwartz practice Martha Schwartz Partners currently has an office in '"", '\'It was enacted in reaction to the ""Sandys affair"" in 1938, when Duncan Sandys MP was ""threatened"" with prosecution under section 6 in an attempt to get him to disclose who had given him information about the inadequate state of the air defences around \'', ""'As the wife of George Osborne, the British Chancellor of the Exchequer, she resides next door to the British Prime Minister on Downing Street in '"", ""'John Hunt was a merchant and Quaker minister from '"", ""'When Boris Met Dave is a 2009 docudrama which investigates the shared past of David Cameron and Boris Johnson who, at the time of broadcast, were two of Britain's most influential Conservative Party politicians – Cameron as Conservative leader and Johnson as Mayor of '"", ""'His collection of African moths was acquired by Walter Rothschild for his museum at Tring and are now in the Natural History Museum in '"", ""'He subsequently became a theological essayist and a friend and acquaintance of Samuel Johnson and other noted figures of 18th-century literary '"", ""'Samuel Johnson, he made a portrait of Pasquale Paoli in Corsica which he took to '"", ""'London is a poem by Samuel Johnson, produced shortly after he moved to '"", ""'A wax figure of Jackson wearing the outfit was also included in Madame Tussaud's exhibits in Hollywood and New York, as well as Tussaud's Rock Circus exhibit in '"", ""'The protagonists Edward Moon, a conjurer and detective, and his silent partner The Somnambulist, a milk-drinking giant who does not bleed when stabbed, are called to investigate a murder that may tie to the poetry and prophecies of Samuel Taylor Coleridge and the fate of '"", ""'Betsy Blair (December 11, 1923 – March 13, 2009) was an American actress of film and stage, long based in '"", ""'Kendon had a son named Adam Kendon, born 1934 in '"", ""'On 22 June 1922, Dunne and Joseph O'Sullivan assassinated Field Marshal Sir Henry Wilson in '"", ""'She is an expert on Robert Adam and is Honorary Librarian and Consultant to the Adam Project at Sir John Soane's Museum in '"", ""'In 2013 She performed a new satire about the Pythia of Delphi at the Sir John Soane's Museum in '"", ""'The sarcophagus removed on behalf of the British consul Henry Salt is since 1824 in the Sir John Soane's Museum in '"", ""'She is a life trustee of the Sir John Soane's Museum, '"", ""'From 1971 to 1995 she served as Librarian of the Sir John Soane's Museum in '"", ""'On his death in 1794, most of Playfair’s papers were bought by his close friend Sir John Soane and are now housed at Sir John Soane's Museum in '"", ""'Many of his paintings can be seen in the Pictures Room of Sir John Soane's Museum in '"", ""'The originals are held by Sir John Soane's Museum, '"", ""'Both were signed to Tinie Tempah's independent record label Disturbing '"", ""'Johann Christian Bach and Karl Friedrich Abel suied publisher James Longman who had been pirating his works in '"", ""'Rawlinson reported his meeting to McNeill at Teheran on November 1 and the news soon reached Calcutta and '"", ""'Nick Raphael is a music industry executive and was born in '"", ""'Middlemass was the daughter of Robert Hume Middlemass (of the Westbarns of Haddington), and Mary Porter in Marylebone, '"", ""'They include After early contact with Ralph Vaughan Williams and Gerald Finzi, Dale Roberts studied with William Alwyn and Priaulx Rainier at the Royal Academy of Music, '"", ""'He was the son of illustrator George Johann Scharf and brother to Sir George Scharf, the first director of the National Portrait Gallery in '"", ""'However, the decorative cornice at Chiswick was derived from a contemporary source, that of James Gibbs's cornice at the Church of St Martin-in-the-Fields, '"", '\'The triptych is similar to contemporary works by Bacon, including his 1969 triptych Three Studies of Lucian Freud, and has been described as an ""explicit homage"" to Degas\'s 1890s painting After the Bath, Woman Drying Herself, held by the National Gallery, \'', ""'She has exhibited her paintings internationally and was curator of two international exhibitions in London, American's Abroad at Smith’s Gallery Covent Garden, London, examining the work of artists born or raised in America who had deeply influenced European culture such as Cy Twombly, Man Ray, Niki de Saint Phalle and others (catalogue by art historian Keith Wheldon) and The London Influence, an examination of International artists living in London including Susan Hiller, John Kirby, Rachel Whiteread and Jacqueline Moreau, at The Slaughterhouse Gallery, Smithfields, '"", ""'John Henry Foley RA (Dublin 24 May 1818 – 27 August 1874 London), often referred to as JH Foley, was an Irish sculptor, working in '"", ""'Major-General Sir John Frederick Maurice (1841–1912) was an English soldier, born in '"", ""'Benjamin Waterhouse Hawkins (8 February 1807 – 27 January 1894) was an English sculptor and natural history artist renowned for his work on the life-size models of dinosaurs in the Crystal Palace Park in south '"", ""'Jeymes Samuel (born July 27, 1979), also known by his stage name The Bullitts, is a British singer-songwriter, music producer and filmmaker from '"", ""'Milton's text was later used for a highly successful masque by the musician Thomas Arne in 1738, which then ran for more than seventy years in '"", ""'He studied composition under Lennox Berkeley, orchestration under Leighton Lucas, and piano with Robert O. Edwards, Georgina Smith, and Hamish Milne at the Royal Academy of Music, '"", ""'The architect was George Dance the Younger, surveyor to the City of '"", ""'Andreya Triana is a British singer-songwriter from '""]"
Luxembourg,"'On 11 May 1867 he and Emmanuel Servais signed the Second Treaty of London, which had far-reaching consequences for '","[""'Her sister was Cunigunde of '"", ""'Her name may be derived from Cunigunde of '""]"
Lviv,'He took on priestly vows in September 1932 from Metropolitan Andrei Sheptytsky and taught philosophy and theology at the Theological Academy in ',"[""'He continued to study theology in Vienna from 1894 to 1899, and in 1902, Metropolitan Andrey Sheptytsky appointed Khomyshyn the rector of the seminary in '"", ""'The efforts of Balabin and other Jesuits to convert Russians to Roman Catholicism influenced the young Andrey Sheptytsky, later Metropolitan of '""]"
Lyon,'Eucherius of ',"[""'Saint Foutin was a syncretic amalgam of Priapus with Pothinus, a figure of uncertain historicity alleged by Irenaeus to have been the first bishop of '"", ""'Hermannus Contractus (also called Herman the Cripple; 1013–1054) is said to have authored the hymn based on the writings of Saints Fulgentius, Epiphanius, and Irenaeus of '"", ""'Pierre Dupont (April 23, 1821 – July 25, 1870), French song-writer, the son of a blacksmith, was born in '""]"
Madison,'Jones and three other members of The Bar-Kays died along with Redding in a plane crash in Lake Monona while on their way to a performance in ',"[""'Caldwell died just a few weeks before his nineteenth birthday in a plane crash in Lake Monona with Redding and three other band members while on their way to a performance in '""]"
Madrid,"'Cristino Martos y Balbí (Granada, Spain, 13 September 1830 - Madrid, Spain, 17 January 1893) was a Spanish politician and lawyer who served as Minister of State from 1869 to 1870, in a cabinet headed by Juan Prim, 1st Marquis of los Castillejos, and held other important offices such as Mayor of '","[""'Durruti's death occurred, according to his chauffeur, in the midst of distant gunfire in '"", '\'The American left-wing journalist Josephine Herbst, then on a visit to the Civil War front, found out that he had been arrested and shot as an alleged ""spy for Francoists"", and conveyed this information to Ernest Hemingway and Dos Passos who were in \'', ""'It culminated in the Battle of Badajoz in August 1936, from which the troops of the Army of Africa under the command of Francisco Franco moved quickly to begin the march to '"", ""'The attack was interpreted at the time as indicative of the Italian support for Francisco Franco's revolt against the government in '"", ""'Having failed to take the capital, Franco bombarded it from the air and, in the following two years, mounted several offensives to try to encircle '"", ""'He fought for the Republic and against Francisco Franco's forces in the Spanish Civil War, and died in combat, while fighting in Majahonda city during the defense of '"", ""'After the death of Franco, he created Fuerza Nueva (New Force), a far right organization, and in 1979 was elected a deputy for the Unión Nacional coalition representing '"", ""'For a time Javier Solana, whom he met at the University of Virginia, was his assistant in '"", ""'Palomino asserts that he painted many pictures for individuals and few to the public, although some notable works include a Holy Trinity for the convent of the Merced Calzada of Madrid, and San Joaquin and Santa Ana, commissioned by the Church of Santa Cruz, also of '""]"
Mainz,"'His father was Saint Richard the Pilgrim and his uncle Saint Boniface, Archbishop of '","[""'Based on the unfavouring attitude of the chronicler of the Mainz continuation of the Annales Fuldenses, the chief of Charles' opponents in the matter was probably Liutbert, Archbishop of '"", ""'Erhard Reuwich (Dutch: Reeuwijk) was a Dutch artist, as a designer of woodcuts, and a printer, who came from Utrecht but then worked in '""]"
